Date,p_low_vol,p_med_vol,p_high_vol
2023-07-24,0.9999851039410604,1.4896059993269126e-05,9.245822952812292e-13
2023-07-25,0.9999851950201453,1.4804977663335948e-05,8.634113912433194e-13
2023-07-26,0.9999841338743806,1.5866124944744052e-05,2.0489750793737995e-12
2023-07-27,0.9999641346104747,3.5865386604460254e-05,2.8916200896255014e-12
2023-07-28,0.9999709447584944,2.905523545932173e-05,5.4146586661727105e-12
2023-07-31,0.9999833301924529,1.6669806907011957e-05,4.121433176385763e-12
2023-08-01,0.9999671427372315,3.285724454943549e-05,1.6937965766720683e-11
2023-08-02,0.9997324374306946,0.00026756255085685075,1.9335795227010333e-11
2023-08-03,0.999960836498964,3.9163474957345986e-05,2.4033738661895524e-11
2023-08-04,0.999971058798547,2.8941197078664185e-05,3.5232887622099097e-12
2023-08-07,0.9999764105759118,2.358942175110138e-05,3.853358466463065e-12
2023-08-08,0.9999716810351789,2.831895978000176e-05,2.6405153707359444e-12
2023-08-09,0.9999651353539482,3.486464590270544e-05,1.4550539807736789e-12
2023-08-10,0.9999867563896481,1.3243609954952866e-05,7.772748532069631e-13
2023-08-11,0.9999878857130903,1.2114287849829208e-05,3.0520212224598476e-13
2023-08-14,0.9999865205499091,1.3479447015662304e-05,1.774491244417172e-12
2023-08-15,0.9999205526966518,7.9447297762472e-05,3.199727294646579e-12
2023-08-16,0.9999638223958284,3.61775993150952e-05,6.990640180406655e-12
2023-08-17,0.9999662749190028,3.372507896004853e-05,1.3950385815306375e-12
2023-08-18,0.9999859512504417,1.4048751212941087e-05,7.231969756550217e-13
2023-08-21,0.999982644721596,1.7355277258823138e-05,8.262581848551286e-13
2023-08-22,0.9999676568687391,3.234312293970904e-05,5.135219527879257e-12
2023-08-23,0.9998336116748027,0.00016638821683392937,1.102002390338382e-10
2023-08-24,0.9990269916966297,0.000973007885094012,4.205442866250783e-10
2023-08-25,0.9995123091773493,0.00048768861870980947,2.2049880457159882e-09
2023-08-28,0.9990160665745117,0.0009839306000967245,2.8242487953860755e-09
2023-08-29,0.9966493577503601,0.003350632096269218,1.0151195957658273e-08
2023-08-30,0.9951296367229252,0.004870341894799572,2.1381231463707458e-08
2023-08-31,0.9900597206618663,0.009940247618585708,3.171594578231757e-08
2023-09-01,0.9794753642746431,0.020524564935955177,7.079298311051671e-08
2023-09-05,0.953454233404935,0.04654561977382462,1.4682461361642015e-07
2023-09-06,0.917489178648466,0.08251047979776106,3.41553971819037e-07
2023-09-07,0.8904100017975589,0.10958940709735722,5.911074975784216e-07
2023-09-08,0.8553038013632543,0.14469536239726252,8.362410137451231e-07
2023-09-11,0.7963576156515462,0.20364110348500816,1.2808639452263097e-06
2023-09-12,0.7134345153129351,0.28656397172280423,1.5129631472534327e-06
2023-09-13,0.6546484571439084,0.34534920597548646,2.336879677091773e-06
2023-09-14,0.547021135446146,0.45297501966773673,3.8448835235842095e-06
2023-09-15,0.3752704711671685,0.6247251775420857,4.351294048439475e-06
2023-09-18,0.33549594717113135,0.6644992926030803,4.760227353352539e-06
2023-09-19,0.24976611351204145,0.7502288366173122,5.049873442225097e-06
2023-09-20,0.09025792411972307,0.9097357073073167,6.368571038808227e-06
