Date,GLD,IWM,QQQ,SPY,TLT
2008-03-28,91.87999725341797,53.40525436401367,37.481422424316406,94.63499450683594,55.891963958740234
2008-03-31,90.41000366210938,53.48357391357422,37.67965316772461,94.96600341796875,56.09086990356445
2008-04-01,86.86000061035156,55.4415397644043,39.29130554199219,98.30494689941406,55.17796325683594
2008-04-02,89.2699966430664,55.574642181396484,39.20511245727539,98.36969757080078,55.29547119140625
2008-04-03,89.41999816894531,55.74698257446289,39.29130554199219,98.61438751220703,55.4188232421875
2008-04-04,90.25,55.731319427490234,39.52400588989258,98.50645446777344,55.92403793334961
2008-04-07,91.16999816894531,55.6373291015625,39.43780517578125,98.55682373046875,55.63031005859375
2008-04-08,90.3499984741211,55.5825080871582,39.13616180419922,98.4560775756836,55.436439514160156
2008-04-09,92.29000091552734,54.67402648925781,38.69663619995117,97.74364471435547,56.01212692260742
2008-04-10,91.7699966430664,55.253562927246094,39.248207092285156,97.88037872314453,55.82416915893555
2008-04-11,91.30000305175781,53.835994720458984,38.162288665771484,95.98063659667969,56.200111389160156
2008-04-14,91.11000061035156,53.67153549194336,37.98991775512695,95.65678405761719,55.87116241455078
2008-04-15,91.66000366210938,54.01613998413086,38.04163360595703,95.87991333007812,55.17796325683594
2008-04-16,93.2699966430664,55.76264953613281,39.1016845703125,98.4776382446289,54.637542724609375
2008-04-17,92.55999755859375,55.54335021972656,39.0155029296875,98.6215591430664,54.5435676574707
2008-04-18,90.62000274658203,56.13072967529297,40.25657272338867,99.65061950683594,54.496578216552734
2008-04-21,90.25,56.13856506347656,40.54096984863281,99.70096588134766,54.713890075683594
2008-04-22,90.2699966430664,55.11259460449219,39.93768310546875,99.26200103759766,54.90188980102539
2008-04-23,89.22000122070312,55.253562927246094,40.37721633911133,99.1036605834961,54.719783782958984
2008-04-24,87.22000122070312,55.7861442565918,40.73920440673828,99.53545379638672,54.25570297241211
2008-04-25,87.2699966430664,56.31086349487305,40.635772705078125,100.4565658569336,53.9384880065918
2008-04-28,87.69000244140625,56.686798095703125,40.71333312988281,100.4781265258789,54.102996826171875
2008-04-29,85.80999755859375,56.18552780151367,41.02361297607422,100.08238220214844,54.30861282348633
2008-04-30,86.6500015258789,55.91928482055664,40.68749237060547,99.49229431152344,54.6962776184082
2008-05-01,83.98999786376953,56.88259506225586,41.97162628173828,101.55036926269531,54.6998176574707
2008-05-02,84.58000183105469,56.8199348449707,42.031951904296875,101.83099365234375,54.01004409790039
2008-05-05,86.2699966430664,56.60063934326172,41.911285400390625,101.34170532226562,54.01004409790039
2008-05-06,86.62999725341797,57.06272506713867,42.16984176635742,102.21961975097656,53.62092971801758
2008-05-07,85.81999969482422,56.04457473754883,41.402793884277344,100.39897155761719,53.850868225097656
2008-05-08,87.23999786376953,56.16205978393555,41.71306228637695,100.13993835449219,54.334312438964844
2008-05-09,87.41999816894531,55.997596740722656,41.5493278503418,99.95284271240234,54.53477096557617
2008-05-12,86.98999786376953,57.22716522216797,42.307735443115234,101.075439453125,54.452205657958984
2008-05-13,85.38999938964844,57.556095123291016,42.419776916503906,101.08980560302734,53.85675811767578
2008-05-14,85.19999694824219,57.485660552978516,42.32497024536133,101.29853057861328,53.88032913208008
2008-05-15,87.0,57.60312271118164,43.0661506652832,102.56501007080078,54.369686126708984
2008-05-16,89.0999984741211,57.91639709472656,43.10063934326172,102.65853881835938,54.14564514160156
2008-05-19,89.38999938964844,57.93206787109375,42.79035568237305,102.93920135498047,54.216400146484375
2008-05-20,90.9000015258789,57.72058868408203,42.46286392211914,102.1044692993164,54.49936294555664
2008-05-21,91.95999908447266,56.89828109741211,41.52347183227539,100.37738800048828,54.51115798950195
2008-05-22,90.9800033569336,57.30550765991211,41.669986724853516,100.39175415039062,53.868553161621094
2008-05-23,91.2300033569336,56.55365753173828,41.54069519042969,99.0461196899414,54.104408264160156
2008-05-27,89.36000061035156,57.4229736328125,42.27325439453125,99.78012084960938,53.738834381103516
2008-05-28,89.13999938964844,57.68926239013672,42.445648193359375,100.24067687988281,53.26128387451172
2008-05-29,86.51000213623047,58.27663803100586,42.82484817504883,100.7444076538086,52.878055572509766
2008-05-30,87.44999694824219,58.48028564453125,43.10063934326172,100.99626159667969,53.22587966918945
2008-06-02,87.95999908447266,57.947715759277344,42.574928283691406,99.95284271240234,53.43123245239258
2008-06-03,86.87999725341797,57.83021545410156,42.34221649169922,99.37000274658203,53.81583786010742
2008-06-04,86.6500015258789,58.19052505493164,42.885169982910156,99.3195571899414,53.3365478515625
2008-06-05,86.44999694824219,59.67852783203125,43.5660285949707,101.30570220947266,53.01704406738281
2008-06-06,89.05999755859375,57.89288330078125,42.256019592285156,98.07469177246094,53.703392028808594
2008-06-09,87.98999786376953,57.70492172241211,42.031951904296875,98.3121566772461,53.703392028808594
2008-06-10,85.55000305175781,57.28203201293945,41.83373260498047,97.82283020019531,53.35430145263672
2008-06-11,87.0199966430664,56.28738021850586,40.825374603271484,96.38359832763672,53.23004150390625
2008-06-12,85.5999984741211,56.404850006103516,40.86846923828125,96.7506103515625,52.69749069213867
2008-06-13,85.83000183105469,57.4229736328125,41.68722152709961,97.97391510009766,52.58510208129883
2008-06-16,87.01000213623047,57.783226013183594,42.057796478271484,98.0314712524414,52.59695053100586
2008-06-17,87.25,57.736263275146484,41.83373260498047,97.55655670166016,52.70343017578125
2008-06-18,88.27999877929688,57.27418899536133,41.38554382324219,96.60667419433594,53.14726638793945
2008-06-19,88.41999816894531,57.75192642211914,42.031951904296875,96.7290267944336,52.83359146118164
2008-06-20,88.94999694824219,56.835601806640625,40.89696502685547,95.15894317626953,53.141265869140625
2008-06-23,87.08999633789062,56.30302810668945,40.57786560058594,95.06490325927734,53.25371551513672
2008-06-24,87.47000122070312,55.37101364135742,40.37089157104492,94.87691497802734,53.60878372192383
2008-06-25,87.41999816894531,55.997596740722656,41.02634048461914,95.3252944946289,53.63241958618164
2008-06-26,90.61000061035156,54.556549072265625,39.370460510253906,92.73622131347656,53.993324279785156
2008-06-27,91.47000122070312,54.611366271972656,39.370460510253906,92.22997283935547,54.626522064208984
2008-06-30,91.4000015258789,54.078792572021484,38.95646667480469,92.55538177490234,54.63834762573242
2008-07-01,92.66000366210938,54.11796188354492,39.50843048095703,92.84471130371094,54.50886917114258
2008-07-02,93.16999816894531,52.58269500732422,38.55976486206055,91.25365447998047,54.79391860961914
2008-07-03,92.05999755859375,52.29970932006836,38.49077606201172,91.34769439697266,54.67513656616211
2008-07-07,91.2300033569336,51.639347076416016,38.723628997802734,90.41474914550781,54.924556732177734
2008-07-08,90.86000061035156,53.51029968261719,39.64643859863281,92.020263671875,55.28087615966797
2008-07-09,91.5,52.07957458496094,38.594261169433594,90.2483901977539,55.524322509765625
2008-07-10,93.52999877929688,52.59054946899414,39.05134582519531,90.61722564697266,55.518375396728516
2008-07-11,95.16000366210938,52.88140869140625,38.430389404296875,89.56137084960938,54.72859573364258
2008-07-14,95.91000366210938,52.008827209472656,38.14579772949219,88.75137329101562,55.209590911865234
2008-07-15,96.16999816894531,51.78871154785156,38.154422760009766,87.50025177001953,55.191776275634766
2008-07-16,94.44000244140625,53.69110107421875,39.103092193603516,89.64813232421875,54.19412612915039
2008-07-17,94.22000122070312,53.76970291137695,39.36184310913086,90.54492950439453,53.915042877197266
2008-07-18,94.16999816894531,54.147029876708984,38.45627975463867,91.1090087890625,53.713104248046875
2008-07-21,95.12000274658203,54.807369232177734,38.620113372802734,91.15962982177734,53.92099380493164
2008-07-22,93.05999755859375,56.18306350708008,38.620113372802734,92.19379425048828,53.65373229980469
2008-07-23,90.56999969482422,56.5446662902832,39.12897491455078,92.69280242919922,53.54682922363281
2008-07-24,91.33000183105469,55.11395263671875,38.54252243041992,90.76908111572266,54.069393157958984
2008-07-25,91.69000244140625,55.56203079223633,39.04271697998047,90.7474136352539,53.52900314331055
2008-07-28,91.7300033569336,54.61869430541992,38.30965042114258,89.4167251586914,54.069393157958984
2008-07-29,90.58999633789062,55.95509719848633,39.103092193603516,91.32597351074219,53.849700927734375
2008-07-30,89.5199966430664,56.29310989379883,39.301456451416016,92.95317840576172,53.903160095214844
2008-07-31,90.08000183105469,56.065147399902344,39.20658493041992,91.72373962402344,54.43760299682617
2008-08-01,89.56999969482422,56.135902404785156,38.70637512207031,91.23919677734375,54.558013916015625
2008-08-04,88.13999938964844,55.61704635620117,38.31828308105469,90.39302825927734,54.43285369873047
2008-08-05,86.08000183105469,56.568233489990234,39.61193084716797,92.83023834228516,54.027557373046875
2008-08-06,86.63999938964844,56.85123062133789,40.21565628051758,93.24244689941406,53.8070068359375
2008-08-07,86.08999633789062,56.002254486083984,39.90518569946289,91.85389709472656,54.68315887451172
2008-08-08,84.43000030517578,57.480125427246094,40.81072998046875,93.56067657470703,54.832176208496094
2008-08-11,81.12999725341797,58.85581588745117,41.18158721923828,94.52976989746094,54.30769348144531
2008-08-12,80.5199966430664,58.41558074951172,41.22468566894531,93.54620361328125,54.81424331665039
2008-08-13,81.55999755859375,58.62783432006836,41.13846206665039,92.98210144042969,54.62355422973633
2008-08-14,79.3499984741211,59.19383239746094,41.61280059814453,93.68360900878906,54.97521209716797
2008-08-15,77.62999725341797,59.036643981933594,41.53518295288086,94.13922119140625,55.45201110839844
2008-08-18,78.80000305175781,58.27409744262695,41.052223205566406,92.85193634033203,55.67249298095703
2008-08-19,80.43000030517578,57.30720138549805,40.54336929321289,91.83944702148438,55.45798110961914
2008-08-20,80.05999755859375,57.38580322265625,40.61237716674805,92.26615905761719,55.61293411254883
2008-08-21,82.30000305175781,56.725467681884766,40.42262649536133,92.42523956298828,55.51158142089844
2008-08-22,81.08000183105469,57.92034912109375,40.95734786987305,93.76318359375,55.4758415222168
2008-08-25,80.93000030517578,56.64686965942383,40.09490966796875,91.86112976074219,56.030155181884766
2008-08-26,81.2300033569336,56.733341217041016,40.043148040771484,92.12875366210938,56.07784652709961
2008-08-27,81.36000061035156,57.40937423706055,40.30189514160156,93.02549743652344,56.17317581176758
2008-08-28,82.18000030517578,58.57278823852539,40.629608154296875,94.15367889404297,56.17912673950195
2008-08-29,81.70999908447266,58.069725036621094,39.77579879760742,93.14119720458984,55.928802490234375
2008-09-02,79.19999694824219,58.05396270751953,39.28421401977539,92.56265258789062,56.44919204711914
2008-09-03,78.88999938964844,58.28982925415039,38.91337203979492,92.48310852050781,56.688453674316406
2008-09-04,78.38999938964844,56.45820236206055,37.654205322265625,89.69877624511719,57.1430778503418
2008-09-05,78.9800033569336,56.316680908203125,37.473087310791016,89.98081970214844,57.113189697265625
2008-09-08,78.86000061035156,56.977046966552734,37.40407943725586,91.83944702148438,57.35239791870117
2008-09-09,76.48999786376953,55.66421127319336,36.61064910888672,89.11299133300781,57.92070388793945
2008-09-10,74.22000122070312,56.18306350708008,36.91250991821289,89.47457122802734,57.56181716918945
2008-09-11,73.08000183105469,56.53679656982422,37.60245132446289,90.76908111572266,57.531890869140625
2008-09-12,75.55000305175781,56.796207427978516,37.45584487915039,91.18853759765625,56.7901725769043
2008-09-15,77.55999755859375,54.249237060546875,36.291542053222656,86.8493881225586,58.63250732421875
2008-09-16,76.79000091552734,55.81357955932617,36.576133728027344,88.30298614501953,58.62053680419922
2008-09-17,85.45999908447266,53.29805374145508,34.67878341674805,84.33261108398438,58.913658142089844
2008-09-18,82.80000305175781,56.44248580932617,35.851715087890625,86.8348617553711,58.052276611328125
2008-09-19,85.9800033569336,58.9579963684082,37.0236701965332,90.28343200683594,56.20998001098633
2008-09-22,89.18000030517578,56.560386657714844,35.28038024902344,88.23947143554688,56.20393753051758
2008-09-23,88.31999969482422,55.805721282958984,35.012847900390625,86.23188018798828,55.98860168457031
2008-09-24,86.70999908447266,55.09674072265625,35.25448226928711,86.50831604003906,56.23391342163086
2008-09-25,86.44999694824219,55.38033676147461,35.81543731689453,87.8612289428711,56.120201110839844
2008-09-26,86.63999938964844,55.64030075073242,35.45297622680664,87.90489959716797,56.52695846557617
2008-09-29,89.56999969482422,51.24453353881836,32.6395263671875,81.0165023803711,58.17192077636719
2008-09-30,85.06999969482422,53.568458557128906,33.58022689819336,84.36975860595703,56.75424575805664
2008-10-01,85.97000122070312,52.79644012451172,33.226375579833984,84.42064666748047,57.46826171875
2008-10-02,82.33000183105469,50.08649444580078,31.71608543395996,81.35838317871094,57.930301666259766
2008-10-03,82.58999633789062,49.39327621459961,31.224163055419922,80.2600326538086,58.440269470214844
2008-10-06,84.27999877929688,47.04572296142578,30.084978103637695,76.17208099365234,59.50226974487305
2008-10-07,87.2699966430664,43.95766067504883,28.177692413330078,72.76066589355469,59.3222770690918
2008-10-08,89.41999816894531,42.90203094482422,27.95330810546875,70.9276123046875,58.47029113769531
2008-10-09,89.9000015258789,39.38070297241211,27.202478408813477,65.97413635253906,57.9782600402832
2008-10-10,83.22000122070312,41.3186149597168,27.029869079589844,64.37388610839844,57.57024002075195
2008-10-13,81.98999786376953,44.88722229003906,30.317981719970703,73.72080993652344,56.832305908203125
2008-10-14,82.19999694824219,43.62677764892578,29.00619888305664,72.6297378540039,56.46630096435547
2008-10-15,83.30999755859375,39.71156311035156,26.408498764038086,65.47949981689453,57.006256103515625
2008-10-16,79.29000091552734,42.31119918823242,27.84111213684082,68.20719146728516,56.7122802734375
2008-10-17,77.20999908447266,41.12165832519531,27.87564468383789,67.79987335205078,56.322235107421875
2008-10-20,78.5,43.08320999145508,28.652355194091797,71.87323760986328,56.77225875854492
2008-10-21,76.02999877929688,41.893672943115234,27.16795539855957,69.7274398803711,57.07229995727539
2008-10-22,71.70999908447266,39.77457809448242,26.417139053344727,65.93046569824219,58.230289459228516
2008-10-23,70.6500015258789,38.59292984008789,26.31357192993164,66.69422149658203,58.662296295166016
2008-10-24,72.20999908447266,37.1591796875,25.467802047729492,63.311851501464844,58.038272857666016
2008-10-27,72.18000030517578,35.339412689208984,24.760129928588867,61.06424331665039,58.08025360107422
2008-10-28,73.79000091552734,38.167510986328125,27.495906829833984,68.199951171875,57.23423385620117
2008-10-29,74.0,38.36446762084961,27.426870346069336,67.7052993774414,56.94624710083008
2008-10-30,72.70999908447266,40.515079498291016,28.341663360595703,70.04747009277344,56.430259704589844
2008-10-31,71.33999633789062,42.342708587646484,28.38482666015625,70.4329833984375,55.698265075683594
2008-11-03,71.0999984741211,42.39786911010742,28.32440757751465,70.63665771484375,55.84885787963867
2008-11-04,75.4800033569336,42.886268615722656,29.127017974853516,73.03705596923828,56.89705276489258
2008-11-05,72.80000305175781,40.64112854003906,27.608108520507812,69.96748352050781,57.571746826171875
2008-11-06,72.22000122070312,39.065574645996094,26.373973846435547,66.09051513671875,57.15605545043945
2008-11-07,72.5,39.876991271972656,26.917688369750977,68.2726821899414,56.7826042175293
2008-11-10,73.58000183105469,38.955299377441406,26.55521011352539,67.37797546386719,57.059715270996094
2008-11-11,72.05000305175781,38.11237716674805,25.976985931396484,65.29764556884766,57.22836685180664
2008-11-12,70.0,35.890869140625,24.77738380432129,62.42448043823242,57.59585952758789
2008-11-13,72.1500015258789,38.844993591308594,26.287668228149414,66.31600189208984,56.216365814208984
2008-11-14,73.30000305175781,35.953887939453125,25.01040267944336,63.00640869140625,57.33076095581055
2008-11-17,72.6500015258789,35.64664077758789,24.48396110534668,62.16987609863281,57.58380126953125
2008-11-18,72.51000213623047,35.47334289550781,24.45806121826172,63.34097671508789,58.324790954589844
2008-11-19,72.26000213623047,32.58221435546875,23.180788040161133,59.2821044921875,59.81871795654297
2008-11-20,73.44999694824219,30.352807998657227,22.05886459350586,54.881446838378906,62.90908432006836
2008-11-21,78.8499984741211,32.01502227783203,23.01681900024414,57.8419189453125,61.999412536621094
2008-11-24,80.91000366210938,34.268062591552734,24.423542022705078,61.849853515625,61.0295295715332
2008-11-25,80.87000274658203,34.83526611328125,24.31134796142578,62.30807876586914,62.82472229003906
2008-11-26,80.37999725341797,36.922847747802734,25.329715728759766,64.71571350097656,62.90908432006836
2008-11-28,80.30999755859375,37.29309844970703,25.1312255859375,65.53041076660156,63.68610763549805
2008-12-01,75.6500015258789,33.10215377807617,23.241209030151367,59.7258415222168,66.1250228881836
2008-12-02,76.94999694824219,34.84312057495117,24.017921447753906,62.02437973022461,66.37886810302734
2008-12-03,76.18000030517578,35.89875030517578,24.699716567993164,63.51551818847656,66.5663070678711
2008-12-04,75.5,34.709197998046875,24.000661849975586,62.046226501464844,67.87789154052734
2008-12-05,74.5199966430664,36.31623840332031,24.975879669189453,63.959251403808594,66.77777862548828
2008-12-08,76.19999694824219,37.92331314086914,25.959733963012695,66.19235229492188,66.6327133178711
2008-12-09,76.33000183105469,36.74953079223633,25.899320602416992,65.10124206542969,67.95040893554688
2008-12-10,79.75,37.61608123779297,25.813005447387695,65.54495239257812,67.7872543334961
2008-12-11,80.6500015258789,35.709678649902344,25.10533905029297,63.966522216796875,67.92013549804688
2008-12-12,80.80999755859375,36.93860626220703,25.614517211914062,64.73027801513672,67.92013549804688
2008-12-15,82.5999984741211,35.74905776977539,25.165748596191406,63.82830810546875,68.6938705444336
2008-12-16,84.45999908447266,38.07300567626953,26.373973846435547,66.83245086669922,70.3923110961914
2008-12-17,85.43000030517578,38.41960144042969,26.05465316772461,66.18502807617188,72.3023681640625
2008-12-18,83.87000274658203,38.17539978027344,25.59726333618164,64.94850158691406,73.8194351196289
2008-12-19,82.62999725341797,38.36446762084961,25.80728530883789,64.66914367675781,73.8980712890625
2008-12-22,83.45999908447266,37.62395095825195,25.245500564575195,63.840518951416016,73.32986450195312
2008-12-23,82.62999725341797,37.07704544067383,25.11585807800293,63.180519104003906,73.23320770263672
2008-12-24,83.45999908447266,37.211997985839844,25.18499183654785,63.54718780517578,73.07598114013672
2008-12-26,85.5999984741211,37.743831634521484,25.176349639892578,63.9138298034668,73.31774139404297
2008-12-29,86.3499984741211,37.164363861083984,24.96893310546875,63.73051452636719,73.22982025146484
2008-12-30,85.9000015258789,38.196266174316406,25.48749351501465,65.24107360839844,73.92726135253906
2008-12-31,86.5199966430664,39.08528137207031,25.703563690185547,66.17235565185547,72.38082122802734
2009-01-02,86.2300033569336,39.86320114135742,26.818477630615234,68.16691589355469,70.56146240234375
2009-01-05,84.4800033569336,40.00607681274414,26.809831619262695,68.08625793457031,68.7420883178711
2009-01-06,85.12999725341797,40.680763244628906,27.077760696411133,68.54090881347656,68.05074310302734
2009-01-07,82.75,39.482173919677734,26.308551788330078,66.48767852783203,68.31755065917969
2009-01-08,84.45999908447266,39.67268753051758,26.585115432739258,66.75897216796875,68.26292419433594
2009-01-09,83.91999816894531,38.2042121887207,25.9887752532959,65.32906341552734,68.36605072021484
2009-01-12,80.76000213623047,37.069129943847656,25.513418197631836,63.75981521606445,69.07563018798828
2009-01-13,80.87999725341797,37.56124496459961,25.522069931030273,63.87714385986328,69.14837646484375
2009-01-14,79.79000091552734,35.91020965576172,24.744218826293945,61.86794662475586,70.28858184814453
2009-01-15,80.38999938964844,36.48967742919922,25.150426864624023,61.889949798583984,70.40375518798828
2009-01-16,82.70999908447266,36.89447784423828,25.426998138427734,62.373870849609375,69.31816101074219
2009-01-20,84.5199966430664,34.39409637451172,24.165142059326172,59.081443786621094,69.30604553222656
2009-01-21,84.1500015258789,36.10865783691406,25.19364356994629,61.63328170776367,67.11676788330078
2009-01-22,84.58000183105469,35.06086349487305,24.8565731048584,60.68000411987305,65.82503509521484
2009-01-23,88.52999877929688,35.235504150390625,24.977569580078125,60.944000244140625,65.30950164794922
2009-01-26,88.94999694824219,35.632381439208984,25.15907096862793,61.36195755004883,64.73941040039062
2009-01-27,88.37999725341797,36.021331787109375,25.340572357177734,61.98526382446289,66.26165008544922
2009-01-28,87.41999816894531,37.50567626953125,26.230772018432617,64.08248138427734,64.60602569580078
2009-01-29,89.5,36.03721237182617,25.565275192260742,61.99992370605469,63.12020492553711
2009-01-30,91.30999755859375,35.30693817138672,25.11585807800293,60.73868942260742,62.9200439453125
2009-02-02,88.83999633789062,35.59269714355469,25.418352127075195,60.55534362792969,64.0907211303711
2009-02-03,88.47000122070312,35.8466911315918,25.81591796875,61.40595245361328,62.56431579589844
2009-02-04,89.18000030517578,35.58476257324219,25.85049057006836,61.105342864990234,62.345367431640625
2009-02-05,90.12000274658203,35.99753952026367,26.420909881591797,62.01457977294922,62.40009307861328
2009-02-06,89.58999633789062,37.2755012512207,27.112335205078125,63.78184509277344,62.20547103881836
2009-02-09,88.31999969482422,37.10881423950195,27.22469139099121,63.86981964111328,62.40620422363281
2009-02-10,90.20999908447266,35.394264221191406,26.222129821777344,60.944000244140625,63.7623291015625
2009-02-11,92.29000091552734,35.52919387817383,26.101131439208984,61.30329132080078,64.58937072753906
2009-02-12,93.16999816894531,35.83082580566406,26.420909881591797,61.34731674194336,63.9812126159668
2009-02-13,92.55000305175781,35.457763671875,26.29991340637207,60.68734359741211,62.27846908569336
2009-02-17,95.44999694824219,34.05278778076172,25.25413703918457,58.09146499633789,64.21842956542969
2009-02-18,96.91000366210938,33.56858444213867,25.271425247192383,57.95214080810547,63.671085357666016
2009-02-19,95.7699966430664,33.10025405883789,24.882503509521484,57.32884979248047,62.588619232177734
2009-02-20,97.80000305175781,32.65574645996094,24.951637268066406,56.771549224853516,63.19674301147461
2009-02-23,97.7300033569336,31.401599884033203,24.078723907470703,54.740333557128906,63.78054428100586
2009-02-24,94.7300033569336,32.56049728393555,24.873859405517578,56.81553268432617,63.713687896728516
2009-02-25,93.1500015258789,31.885793685913086,24.70964813232422,56.368247985839844,62.97780990600586
2009-02-26,93.05999755859375,31.29046058654785,24.01822280883789,55.45164108276367,62.314918518066406
2009-02-27,92.62999725341797,31.07615089416504,23.793519973754883,54.212364196777344,61.9561767578125
2009-03-02,90.93000030517578,29.321895599365234,23.024301528930664,51.77048110961914,62.98188400268555
2009-03-03,90.04000091552734,28.766263961791992,23.00702476501465,51.381839752197266,62.561126708984375
2009-03-04,88.98999786376953,29.361587524414062,23.62065887451172,52.5991096496582,62.274505615234375
2009-03-05,91.98999786376953,27.797866821289062,22.91195297241211,50.45055389404297,64.0063705444336
2009-03-06,92.29000091552734,27.940746307373047,22.73044776916504,50.53854751586914,63.5794677734375
2009-03-09,90.56999969482422,27.297788619995117,22.246461868286133,49.94459915161133,63.2075309753418
